FID,GEOID10,ZCTA5CE10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,GEOG_UNIT,Cases,cases_nume,zcta,pop_total,White,Hispanic_o,Black_or_A,Asian,American_I,Two_or_mor,pct_nonwhi,pct_black,pct_latinx,pct_asian,pct_native,largest_mi,cases_per_,index_righ,year,geoid,name,variable,estimate,moe
108,55372,55372,B5,G6350,S,149034241.000000000000000,10566454.000000000000000,+44.6823866,-093.4135879,80179.683462899993174,159477258.847999989986420,55372,131,131.000000000000000,55372,33286.000000000000000,30186.000000000000000,752.000000000000000,142.000000000000000,1099.000000000000000,378.000000000000000,687.000000000000000,0.093132247791864,0.004266057802079,0.022592080754672,0.033016883975245,0.011356125698492,asian,3.935588535720723,68.000000000000000,2018,55372,ZCTA5 55372,median_hh_income,109238,4471
109,55373,55373,B5,G6350,S,28475284.000000000000000,2330758.000000000000000,+45.0886207,-093.7211416,47990.737485099998594,30783870.915600001811981,55373,18,18.000000000000000,55373,5820.000000000000000,5372.000000000000000,343.000000000000000,0.000000000000000,17.000000000000000,14.000000000000000,74.000000000000000,0.076975945017182,0.000000000000000,0.058934707903780,0.002920962199313,0.002405498281787,latinx,3.092783505154639,26.000000000000000,2018,55373,ZCTA5 55373,median_hh_income,73199,10592
110,55374,55374,B5,G6350,S,92043229.000000000000000,2395029.000000000000000,+45.1755470,-093.5755317,70848.773202900003525,94367565.119900003075600,55374,89,89.000000000000000,55374,15078.000000000000000,13866.000000000000000,42.000000000000000,8.000000000000000,943.000000000000000,0.000000000000000,219.000000000000000,0.080382013529646,0.000530574346730,0.002785515320334,0.062541451120838,0.000000000000000,asian,5.902639607374984,26.000000000000000,2018,55374,ZCTA5 55374,median_hh_income,124214,10448
111,55375,55375,B5,G6350,S,13589681.000000000000000,807767.000000000000000,+44.9081067,-093.7215628,30361.448704300000827,14387154.382200000807643,55375,14,14.000000000000000,55375,4968.000000000000000,4471.000000000000000,111.000000000000000,82.000000000000000,243.000000000000000,6.000000000000000,55.000000000000000,0.100040257648953,0.016505636070853,0.022342995169082,0.048913043478261,0.001207729468599,asian,2.818035426731079,9.000000000000000,2018,55375,ZCTA5 55375,median_hh_income,101818,15442
112,55376,55376,B5,G6350,S,78157656.000000000000000,9658753.000000000000000,+45.2112494,-093.6878989,73312.922110700004851,87752492.911300003528595,55376,87,87.000000000000000,55376,17261.000000000000000,15368.000000000000000,339.000000000000000,710.000000000000000,541.000000000000000,26.000000000000000,277.000000000000000,0.109669196454435,0.041133190429291,0.019639650078211,0.031342332425700,0.001506285846706,black,5.040264179363884,26.000000000000000,2018,55376,ZCTA5 55376,median_hh_income,109647,6573
113,55378,55378,B5,G6350,S,37562121.000000000000000,1989701.000000000000000,+44.7572986,-093.3669709,36869.660567600003560,39520997.481299996376038,55378,164,164.000000000000000,55378,29926.000000000000000,23502.000000000000000,1067.000000000000000,2036.000000000000000,2444.000000000000000,42.000000000000000,797.000000000000000,0.214662834992983,0.068034485063156,0.035654614716300,0.081668114682884,0.001403461872619,asian,5.480184454988973,68.000000000000000,2018,55378,ZCTA5 55378,median_hh_income,111355,7172
114,55379,55379,B5,G6350,S,152635134.000000000000000,6181840.000000000000000,+44.7539755,-093.5146083,86609.932368900001165,158696543.757999986410141,55379,438,438.000000000000000,55379,44986.000000000000000,31738.000000000000000,3380.000000000000000,3105.000000000000000,4588.000000000000000,485.000000000000000,1571.000000000000000,0.294491619614991,0.069021473347264,0.075134486284622,0.101987284933090,0.010781131907705,asian,9.736362423865204,68.000000000000000,2018,55379,ZCTA5 55379,median_hh_income,84019,3093
115,55384,55384,B5,G6350,S,926861.000000000000000,664136.000000000000000,+44.9376208,-093.6351533,6399.543139090000295,1589822.814849999966100,55384,37,37.000000000000000,55384,1829.000000000000000,1665.000000000000000,7.000000000000000,62.000000000000000,17.000000000000000,0.000000000000000,69.000000000000000,0.089666484417715,0.033898305084746,0.003827227993439,0.009294696555495,0.000000000000000,black,20.229633679606344,26.000000000000000,2018,55384,ZCTA5 55384,median_hh_income,51738,4494
116,55386,55386,B5,G6350,S,17462731.000000000000000,2269088.000000000000000,+44.8632172,-093.6668823,29088.420818599999620,19717391.137400001287460,55386,27,27.000000000000000,55386,7646.000000000000000,7191.000000000000000,125.000000000000000,7.000000000000000,55.000000000000000,3.000000000000000,228.000000000000000,0.059508239602406,0.000915511378499,0.016348417473189,0.007193303688203,0.000392362019357,latinx,3.531258174208737,9.000000000000000,2018,55386,ZCTA5 55386,median_hh_income,147297,9703
117,55387,55387,B5,G6350,S,81229043.000000000000000,19949799.000000000000000,+44.8692632,-093.7789442,66558.012982100000954,101107290.459000006318092,55387,58,58.000000000000000,55387,13344.000000000000000,12605.000000000000000,280.000000000000000,125.000000000000000,85.000000000000000,4.000000000000000,221.000000000000000,0.055380695443645,0.009367505995204,0.020983213429257,0.006369904076739,0.000299760191847,latinx,4.346522781774580,9.000000000000000,2018,55387,ZCTA5 55387,median_hh_income,95530,7400
118,55388,55388,B5,G6350,S,103928681.000000000000000,4642343.000000000000000,+44.9559775,-093.8402848,72127.516345900003216,108496094.732999995350838,55388,27,27.000000000000000,55388,5858.000000000000000,5679.000000000000000,106.000000000000000,0.000000000000000,0.000000000000000,21.000000000000000,52.000000000000000,0.030556503926255,0.000000000000000,0.018094912939570,0.000000000000000,0.003584841242745,latinx,4.609081597814954,9.000000000000000,2018,55388,ZCTA5 55388,median_hh_income,85596,6661
119,55390,55390,B5,G6350,S,90743414.000000000000000,5127921.000000000000000,+45.0651727,-093.9795556,72212.565253199994913,95808670.429499998688698,55390,12,12.000000000000000,55390,2548.000000000000000,2424.000000000000000,25.000000000000000,17.000000000000000,10.000000000000000,4.000000000000000,59.000000000000000,0.048665620094192,0.006671899529042,0.009811616954474,0.003924646781790,0.001569858712716,latinx,4.709576138147566,9.000000000000000,2018,55390,ZCTA5 55390,median_hh_income,82361,5949
120,55391,55391,B5,G6350,S,44048157.000000000000000,28295610.000000000000000,+44.9564007,-093.5389926,70966.391851199994562,72289171.989999994635582,55391,126,126.000000000000000,55391,16322.000000000000000,15474.000000000000000,130.000000000000000,254.000000000000000,315.000000000000000,4.000000000000000,145.000000000000000,0.051954417350815,0.015561818404607,0.007964710207082,0.019299105501777,0.000245068006372,asian,7.719642200710697,26.000000000000000,2018,55391,ZCTA5 55391,median_hh_income,114414,9979
121,55395,55395,B5,G6350,S,53109290.000000000000000,2556778.000000000000000,+44.9518332,-094.0677137,37692.082777099996747,55631226.818499997258186,55395,14,14.000000000000000,55395,2898.000000000000000,2744.000000000000000,131.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,0.053140096618357,0.002415458937198,0.045203588681850,0.000000000000000,0.000000000000000,latinx,4.830917874396135,9.000000000000000,2018,55395,ZCTA5 55395,median_hh_income,60391,5314
122,55397,55397,B5,G6350,S,70653531.000000000000000,3139577.000000000000000,+44.8238121,-093.9379711,56462.141705900001398,73744010.717700004577637,55397,8,8.000000000000000,55397,2825.000000000000000,2581.000000000000000,3.000000000000000,127.000000000000000,14.000000000000000,44.000000000000000,56.000000000000000,0.086371681415929,0.044955752212389,0.001061946902655,0.004955752212389,0.015575221238938,black,2.831858407079646,9.000000000000000,2018,55397,ZCTA5 55397,median_hh_income,80375,8798
123,55398,55398,B5,G6350,S,201259402.000000000000000,10371041.000000000000000,+45.4648192,-093.6120288,112753.139863999997033,211472766.541000008583069,55398,44,44.000000000000000,55398,15891.000000000000000,14878.000000000000000,181.000000000000000,45.000000000000000,174.000000000000000,0.000000000000000,613.000000000000000,0.063746774904034,0.002831791580140,0.011390095022340,0.010949594109874,0.000000000000000,latinx,2.768862878358819,1.000000000000000,2018,55398,ZCTA5 55398,median_hh_income,87485,7165
124,55401,55401,B5,G6350,S,2333355.000000000000000,376155.000000000000000,+44.9845770,-093.2690965,10262.010142600000108,2707373.180279999971390,55401,64,64.000000000000000,55401,9595.000000000000000,7007.000000000000000,276.000000000000000,809.000000000000000,1004.000000000000000,67.000000000000000,417.000000000000000,0.269723814486712,0.084314747264200,0.028764981761334,0.104637832204273,0.006982803543512,asian,6.670140698280353,26.000000000000000,2018,55401,ZCTA5 55401,median_hh_income,88584,7429
125,55402,55402,B5,G6350,S,460409.000000000000000,0.000000000000000,+44.9760395,-093.2714441,3479.684104620000198,460045.214983000012580,55402,7,7.000000000000000,55402,408.000000000000000,229.000000000000000,7.000000000000000,74.000000000000000,69.000000000000000,0.000000000000000,29.000000000000000,0.438725490196078,0.181372549019608,0.017156862745098,0.169117647058824,0.000000000000000,black,17.156862745098039,26.000000000000000,2018,55402,ZCTA5 55402,median_hh_income,53580,31651
126,55403,55403,B5,G6350,S,3531162.000000000000000,41311.000000000000000,+44.9705652,-093.2840615,12359.727090599999428,3569659.777199999894947,55403,135,135.000000000000000,55403,16588.000000000000000,11544.000000000000000,949.000000000000000,2275.000000000000000,844.000000000000000,54.000000000000000,922.000000000000000,0.304075235109718,0.137147335423197,0.057210031347962,0.050880154328430,0.003255365324331,black,8.138413310827103,26.000000000000000,2018,55403,ZCTA5 55403,median_hh_income,47865,4455
127,55404,55404,B5,G6350,S,4577211.000000000000000,0.000000000000000,+44.9619964,-093.2612078,13479.357600800000000,4573599.387620000168681,55404,761,761.000000000000000,55404,27195.000000000000000,10273.000000000000000,3239.000000000000000,10443.000000000000000,1240.000000000000000,1006.000000000000000,892.000000000000000,0.622246736532451,0.384004412575841,0.119102776245633,0.045596617025188,0.036992094134951,black,27.983085125942267,26.000000000000000,2018,55404,ZCTA5 55404,median_hh_income,26908,2510
128,55405,55405,B5,G6350,S,7219407.000000000000000,493817.000000000000000,+44.9726721,-093.3016713,21493.393011299998761,7707173.480890000239015,55405,186,186.000000000000000,55405,16169.000000000000000,10783.000000000000000,1025.000000000000000,2524.000000000000000,833.000000000000000,99.000000000000000,862.000000000000000,0.333106561939514,0.156101181272806,0.063392912363164,0.051518337559527,0.006122827633125,black,11.503494341022945,26.000000000000000,2018,55405,ZCTA5 55405,median_hh_income,57840,4491
129,55406,55406,B5,G6350,S,12954604.000000000000000,572948.000000000000000,+44.9386895,-093.2210422,17560.256140099998447,13516845.047599999234080,55406,283,283.000000000000000,55406,33456.000000000000000,24318.000000000000000,2346.000000000000000,4099.000000000000000,987.000000000000000,287.000000000000000,1349.000000000000000,0.273134863701578,0.122519129603061,0.070121951219512,0.029501434720230,0.008578431372549,black,8.458871353419417,26.000000000000000,2018,55406,ZCTA5 55406,median_hh_income,65631,3265
130,55407,55407,B5,G6350,S,10465048.000000000000000,261156.000000000000000,+44.9350355,-093.2530287,15638.825447699999131,10717733.637499999254942,55407,813,813.000000000000000,55407,41671.000000000000000,19149.000000000000000,9994.000000000000000,8891.000000000000000,681.000000000000000,751.000000000000000,1999.000000000000000,0.540471790933743,0.213361810371721,0.239831057570013,0.016342300400758,0.018022125698927,latinx,19.509970963019846,26.000000000000000,2018,55407,ZCTA5 55407,median_hh_income,59767,2642
131,55408,55408,B5,G6350,S,7043361.000000000000000,1418644.000000000000000,+44.9404245,-093.2926389,16290.477888199999143,8455355.646209999918938,55408,578,578.000000000000000,55408,31090.000000000000000,18801.000000000000000,4380.000000000000000,5283.000000000000000,1035.000000000000000,161.000000000000000,1410.000000000000000,0.395271791572853,0.169926021228691,0.140881312319074,0.033290447089096,0.005178513991637,black,18.591186876809264,26.000000000000000,2018,55408,ZCTA5 55408,median_hh_income,54887,1503
132,55409,55409,B5,G6350,S,3216085.000000000000000,0.000000000000000,+44.9303259,-093.2814770,8547.500081219999629,3213550.690059999935329,55409,148,148.000000000000000,55409,11674.000000000000000,8214.000000000000000,1511.000000000000000,978.000000000000000,381.000000000000000,111.000000000000000,473.000000000000000,0.296385129347267,0.083775912283707,0.129432927873908,0.032636628405003,0.009508309062875,latinx,12.677745417166353,26.000000000000000,2018,55409,ZCTA5 55409,median_hh_income,76443,4727
133,55410,55410,B5,G6350,S,7710251.000000000000000,0.000000000000000,+44.9118214,-093.3196436,16100.098926299999221,7704200.811069999821484,55410,81,81.000000000000000,55410,20358.000000000000000,18034.000000000000000,578.000000000000000,334.000000000000000,757.000000000000000,46.000000000000000,609.000000000000000,0.114156596915218,0.016406326751154,0.028391787012477,0.037184399253365,0.002259553983692,asian,3.978779840848806,26.000000000000000,2018,55410,ZCTA5 55410,median_hh_income,116851,5509
134,55411,55411,B5,G6350,S,10510843.000000000000000,180009.000000000000000,+44.9990094,-093.2983634,15722.344716600000538,10682446.106799999251962,55411,554,554.000000000000000,55411,31850.000000000000000,5139.000000000000000,3237.000000000000000,15809.000000000000000,4993.000000000000000,512.000000000000000,2078.000000000000000,0.838649921507064,0.496357927786499,0.101632653061224,0.156766091051805,0.016075353218210,black,17.394034536891677,26.000000000000000,2018,55411,ZCTA5 55411,median_hh_income,39397,2248
135,55412,55412,B5,G6350,S,9407441.000000000000000,210276.000000000000000,+45.0274807,-093.3035591,14639.709316700000272,9610155.142920000478625,55412,261,261.000000000000000,55412,23200.000000000000000,9204.000000000000000,1540.000000000000000,8722.000000000000000,2309.000000000000000,208.000000000000000,1133.000000000000000,0.603275862068966,0.375948275862069,0.066379310344828,0.099525862068966,0.008965517241379,black,11.250000000000000,26.000000000000000,2018,55412,ZCTA5 55412,median_hh_income,44896,4008
136,55413,55413,B5,G6350,S,8544645.000000000000000,303866.000000000000000,+44.9994632,-093.2416770,22252.450974399998813,8841519.363619999960065,55413,158,158.000000000000000,55413,13945.000000000000000,9310.000000000000000,1523.000000000000000,1994.000000000000000,458.000000000000000,83.000000000000000,560.000000000000000,0.332377196127644,0.142990319110792,0.109214772319828,0.032843313015418,0.005951954105414,black,11.330225887414844,26.000000000000000,2018,55413,ZCTA5 55413,median_hh_income,59907,5873
137,55414,55414,B5,G6350,S,8763512.000000000000000,433948.000000000000000,+44.9794865,-093.2273136,22913.136125100001664,9190175.178980000317097,55414,265,265.000000000000000,55414,34725.000000000000000,24066.000000000000000,1398.000000000000000,2510.000000000000000,4955.000000000000000,405.000000000000000,1353.000000000000000,0.306954643628510,0.072282217422606,0.040259179265659,0.142692584593233,0.011663066954644,asian,7.631389488840893,26.000000000000000,2018,55414,ZCTA5 55414,median_hh_income,37111,1789
138,55415,55415,B5,G6350,S,1107972.000000000000000,0.000000000000000,+44.9747995,-093.2576471,5399.847735610000200,1107097.312129999976605,55415,49,49.000000000000000,55415,4480.000000000000000,2542.000000000000000,105.000000000000000,1325.000000000000000,192.000000000000000,154.000000000000000,152.000000000000000,0.432589285714286,0.295758928571429,0.023437500000000,0.042857142857143,0.034375000000000,black,10.937499999999998,26.000000000000000,2018,55415,ZCTA5 55415,median_hh_income,101563,21056
139,55416,55416,B5,G6350,S,18961493.000000000000000,2641555.000000000000000,+44.9501915,-093.3363252,33426.540322799999558,21586141.843800000846386,55416,290,290.000000000000000,55416,32171.000000000000000,27152.000000000000000,1062.000000000000000,1650.000000000000000,1140.000000000000000,128.000000000000000,885.000000000000000,0.156010071182121,0.051288427465730,0.033011096950670,0.035435640794504,0.003978738615523,black,9.014329675794970,26.000000000000000,2018,55416,ZCTA5 55416,median_hh_income,81532,3374
140,55417,55417,B5,G6350,S,14159382.000000000000000,1455615.000000000000000,+44.9044401,-093.2304067,27393.901803199998540,15602639.140100000426173,55417,155,155.000000000000000,55417,26481.000000000000000,20807.000000000000000,958.000000000000000,2431.000000000000000,353.000000000000000,252.000000000000000,1538.000000000000000,0.214266832823534,0.091801669121257,0.036176881537706,0.013330312299384,0.009516256938937,black,5.853253275933688,61.000000000000000,2018,55417,ZCTA5 55417,median_hh_income,85674,3676
141,55418,55418,B5,G6350,S,17546164.000000000000000,327585.000000000000000,+45.0213178,-093.2428530,22767.893311600000743,17859600.623399998992682,55418,322,322.000000000000000,55418,30211.000000000000000,22755.000000000000000,2469.000000000000000,1988.000000000000000,784.000000000000000,580.000000000000000,1585.000000000000000,0.246797524080633,0.065803846281156,0.081725199430671,0.025950812617921,0.019198305253054,latinx,10.658369468074543,1.000000000000000,2018,55418,ZCTA5 55418,median_hh_income,67518,3136
142,55419,55419,B5,G6350,S,10915106.000000000000000,291556.000000000000000,+44.9057987,-093.2876534,15122.772979100000157,11197844.974600000306964,55419,188,188.000000000000000,55419,27109.000000000000000,21905.000000000000000,1389.000000000000000,1759.000000000000000,1015.000000000000000,178.000000000000000,857.000000000000000,0.191965767826183,0.064886200154930,0.051237596370209,0.037441440112140,0.006566085064001,black,6.934966247371722,26.000000000000000,2018,55419,ZCTA5 55419,median_hh_income,106280,3291
143,55420,55420,B5,G6350,S,16823279.000000000000000,240934.000000000000000,+44.8359691,-093.2771760,19999.276723899998615,17050777.434900000691414,55420,316,316.000000000000000,55420,21970.000000000000000,13358.000000000000000,2768.000000000000000,2941.000000000000000,1746.000000000000000,115.000000000000000,1028.000000000000000,0.391989076012745,0.133864360491579,0.125989986345016,0.079472007282658,0.005234410559854,black,14.383249886208468,18.000000000000000,2018,55420,ZCTA5 55420,median_hh_income,56742,5164
144,55421,55421,B5,G6350,S,16257423.000000000000000,867761.000000000000000,+45.0508844,-093.2538123,20495.286101500001678,17111655.860800001770258,55421,493,493.000000000000000,55421,27998.000000000000000,16962.000000000000000,2812.000000000000000,4730.000000000000000,1566.000000000000000,260.000000000000000,1477.000000000000000,0.394171012215158,0.168940638617044,0.100435745410386,0.055932566611901,0.009286377598400,black,17.608400600042859,1.000000000000000,2018,55421,ZCTA5 55421,median_hh_income,53248,1828
145,55422,55422,B5,G6350,S,21490818.000000000000000,1211253.000000000000000,+45.0092748,-093.3411048,25019.149322099998244,22684316.828699998557568,55422,320,320.000000000000000,55422,29243.000000000000000,21967.000000000000000,1537.000000000000000,3111.000000000000000,823.000000000000000,214.000000000000000,1464.000000000000000,0.248811681428034,0.106384433881613,0.052559586909688,0.028143487330301,0.007317990630236,black,10.942789727456145,26.000000000000000,2018,55422,ZCTA5 55422,median_hh_income,70528,3882
146,55423,55423,B5,G6350,S,18012639.000000000000000,370622.000000000000000,+44.8744604,-093.2825287,20636.411122299999988,18368781.570099998265505,55423,486,486.000000000000000,55423,36186.000000000000000,22235.000000000000000,6244.000000000000000,3672.000000000000000,2343.000000000000000,74.000000000000000,1552.000000000000000,0.385535842591057,0.101475708837672,0.172552921019179,0.064748797877632,0.002044989775051,latinx,13.430608522633063,26.000000000000000,2018,55423,ZCTA5 55423,median_hh_income,63428,3093
147,55424,55424,B5,G6350,S,6293509.000000000000000,202309.000000000000000,+44.9050241,-093.3448654,12076.820107400000779,6490738.401619999669492,55424,84,84.000000000000000,55424,9948.000000000000000,9193.000000000000000,174.000000000000000,118.000000000000000,260.000000000000000,11.000000000000000,185.000000000000000,0.075894652191395,0.011861680739847,0.017490952955368,0.026135906714918,0.001105749899477,asian,8.443908323281061,26.000000000000000,2018,55424,ZCTA5 55424,median_hh_income,168158,16559
148,55425,55425,B5,G6350,S,12240127.000000000000000,5613551.000000000000000,+44.8512209,-093.2259882,21356.176054299998214,17839550.269400000572205,55425,172,172.000000000000000,55425,10435.000000000000000,5746.000000000000000,2015.000000000000000,1692.000000000000000,529.000000000000000,29.000000000000000,399.000000000000000,0.449353138476282,0.162146621945376,0.193100143747005,0.050694777192142,0.002779108768567,latinx,16.482989937709629,18.000000000000000,2018,55425,ZCTA5 55425,median_hh_income,60181,6520
149,55426,55426,B5,G6350,S,17486828.000000000000000,496375.000000000000000,+44.9583108,-093.3741120,30313.625971400000708,17969211.934799998998642,55426,271,271.000000000000000,55426,26550.000000000000000,20756.000000000000000,737.000000000000000,2806.000000000000000,1144.000000000000000,41.000000000000000,906.000000000000000,0.218229755178908,0.105687382297552,0.027758945386064,0.043088512241055,0.001544256120527,black,10.207156308851223,26.000000000000000,2018,55426,ZCTA5 55426,median_hh_income,72382,4753
150,55427,55427,B5,G6350,S,18688495.000000000000000,199996.000000000000000,+45.0054990,-093.3791505,20603.492793099998380,18873815.073199998587370,55427,248,248.000000000000000,55427,22966.000000000000000,17827.000000000000000,723.000000000000000,2659.000000000000000,836.000000000000000,138.000000000000000,760.000000000000000,0.223765566489593,0.115779848471654,0.031481320212488,0.036401637202822,0.006008882696160,black,10.798571801793956,26.000000000000000,2018,55427,ZCTA5 55427,median_hh_income,75678,4433
151,55428,55428,B5,G6350,S,20990039.000000000000000,146220.000000000000000,+45.0629501,-093.3813620,29093.022346699999616,21119834.010299999266863,55428,793,793.000000000000000,55428,31222.000000000000000,16777.000000000000000,2925.000000000000000,7520.000000000000000,2455.000000000000000,50.000000000000000,1365.000000000000000,0.462654538466466,0.240855806802895,0.093683940810967,0.078630452885786,0.001601434885658,black,25.398757286528728,26.000000000000000,2018,55428,ZCTA5 55428,median_hh_income,53786,3696
152,55429,55429,B5,G6350,S,16101963.000000000000000,796790.000000000000000,+45.0635523,-093.3410968,25474.493538399998215,16885539.686000000685453,55429,515,515.000000000000000,55429,27597.000000000000000,11298.000000000000000,3198.000000000000000,8613.000000000000000,3586.000000000000000,155.000000000000000,646.000000000000000,0.590607674747255,0.312099141211001,0.115882161104468,0.129941660325398,0.005616552523825,black,18.661448708192918,26.000000000000000,2018,55429,ZCTA5 55429,median_hh_income,49717,3205
153,55430,55430,B5,G6350,S,14627470.000000000000000,539160.000000000000000,+45.0676760,-093.3020893,22385.092702699999791,15154714.994000000879169,55430,471,471.000000000000000,55430,22935.000000000000000,8290.000000000000000,3228.000000000000000,6350.000000000000000,3504.000000000000000,99.000000000000000,1464.000000000000000,0.638543710486157,0.276869413560061,0.140745585349902,0.152779594506213,0.004316546762590,black,20.536298234139963,26.000000000000000,2018,55430,ZCTA5 55430,median_hh_income,52906,3632
154,55431,55431,B5,G6350,S,20715086.000000000000000,626417.000000000000000,+44.8245343,-093.3126020,22656.634584999999788,21324760.460400000214577,55431,120,120.000000000000000,55431,18337.000000000000000,14885.000000000000000,521.000000000000000,1100.000000000000000,821.000000000000000,31.000000000000000,953.000000000000000,0.188253258439221,0.059988002399520,0.028412499318318,0.044772863609096,0.001690570976714,black,6.544145716311284,18.000000000000000,2018,55431,ZCTA5 55431,median_hh_income,81622,4341
155,55432,55432,B5,G6350,S,25550257.000000000000000,1621346.000000000000000,+45.0967016,-093.2537258,24916.028561899998749,27150131.353799998760223,55432,394,394.000000000000000,55432,30323.000000000000000,19742.000000000000000,2742.000000000000000,4399.000000000000000,1780.000000000000000,362.000000000000000,1275.000000000000000,0.348943046532335,0.145071397948752,0.090426408996471,0.058701315832866,0.011938132770504,black,12.993437324802954,1.000000000000000,2018,55432,ZCTA5 55432,median_hh_income,60322,3728
156,55433,55433,B5,G6350,S,30080899.000000000000000,1441756.000000000000000,+45.1604112,-093.3148393,31158.658640800000285,31497924.618999999016523,55433,327,327.000000000000000,55433,34606.000000000000000,28273.000000000000000,1410.000000000000000,2480.000000000000000,1112.000000000000000,52.000000000000000,1205.000000000000000,0.183002947465757,0.071663873316766,0.040744379587355,0.032133156100098,0.001502629601803,black,9.449228457492920,1.000000000000000,2018,55433,ZCTA5 55433,median_hh_income,64158,3645
157,55434,55434,B5,G6350,S,23829852.000000000000000,163767.000000000000000,+45.1636857,-093.2504336,26622.078337599999941,23974644.657600000500679,55434,234,234.000000000000000,55434,30559.000000000000000,23284.000000000000000,1193.000000000000000,2571.000000000000000,2341.000000000000000,207.000000000000000,921.000000000000000,0.238064072777251,0.084132334173239,0.039039235577080,0.076605909879250,0.006773781864590,black,7.657318629536307,1.000000000000000,2018,55434,ZCTA5 55434,median_hh_income,67887,2980
158,55435,55435,B5,G6350,S,7639016.000000000000000,368783.000000000000000,+44.8739807,-093.3352547,12047.422035300000061,8001526.093120000325143,55435,118,118.000000000000000,55435,13744.000000000000000,9914.000000000000000,617.000000000000000,555.000000000000000,2200.000000000000000,19.000000000000000,270.000000000000000,0.278667054714785,0.040381257275902,0.044892316647264,0.160069848661234,0.001382421420256,asian,8.585564610011641,26.000000000000000,2018,55435,ZCTA5 55435,median_hh_income,67143,8613
159,55436,55436,B5,G6350,S,12260464.000000000000000,430036.000000000000000,+44.9041400,-093.3731569,16424.618759600001795,12680620.090399999171495,55436,151,151.000000000000000,55436,13181.000000000000000,12101.000000000000000,169.000000000000000,138.000000000000000,476.000000000000000,12.000000000000000,285.000000000000000,0.081936120172976,0.010469615355436,0.012821485471512,0.036112586298460,0.000910401335255,asian,11.455883468629088,26.000000000000000,2018,55436,ZCTA5 55436,median_hh_income,105702,10421
160,55437,55437,B5,G6350,S,16993648.000000000000000,1127335.000000000000000,+44.8243470,-093.3429960,28703.927160399998684,18106830.625500001013279,55437,139,139.000000000000000,55437,18183.000000000000000,14815.000000000000000,611.000000000000000,1364.000000000000000,894.000000000000000,7.000000000000000,443.000000000000000,0.185227960182588,0.075015124016939,0.033602815816972,0.049166804157730,0.000384974976627,black,7.644503107298026,68.000000000000000,2018,55437,ZCTA5 55437,median_hh_income,74650,5273
161,55438,55438,B5,G6350,S,21671940.000000000000000,1978561.000000000000000,+44.8231317,-093.3861097,32248.643471799998224,23632113.957100000232458,55438,101,101.000000000000000,55438,16469.000000000000000,13401.000000000000000,760.000000000000000,382.000000000000000,915.000000000000000,85.000000000000000,881.000000000000000,0.186289392191390,0.023195093812618,0.046147307061752,0.055558928896715,0.005161211974012,asian,6.132734227943408,68.000000000000000,2018,55438,ZCTA5 55438,median_hh_income,85338,5060
162,55439,55439,B5,G6350,S,12374361.000000000000000,341561.000000000000000,+44.8756305,-093.3747472,18244.022551099998964,12706030.820800000801682,55439,56,56.000000000000000,55439,8996.000000000000000,7723.000000000000000,179.000000000000000,318.000000000000000,458.000000000000000,16.000000000000000,302.000000000000000,0.141507336594042,0.035349044019564,0.019897732325478,0.050911516229435,0.001778568252557,asian,6.224988883948421,26.000000000000000,2018,55439,ZCTA5 55439,median_hh_income,129167,12337
163,55441,55441,B5,G6350,S,22348244.000000000000000,4052311.000000000000000,+45.0063206,-093.4246358,23265.475271600000269,26380174.771299999207258,55441,129,129.000000000000000,55441,18594.000000000000000,14493.000000000000000,1102.000000000000000,1394.000000000000000,1093.000000000000000,117.000000000000000,381.000000000000000,0.220555017747661,0.074970420565774,0.059266430031193,0.058782402925675,0.006292352371733,black,6.937721845756696,26.000000000000000,2018,55441,ZCTA5 55441,median_hh_income,78081,5605
164,55442,55442,B5,G6350,S,13703005.000000000000000,1261703.000000000000000,+45.0489203,-093.4262115,15963.995782699999836,14953155.705099999904633,55442,58,58.000000000000000,55442,12831.000000000000000,11348.000000000000000,287.000000000000000,455.000000000000000,302.000000000000000,0.000000000000000,405.000000000000000,0.115579456004988,0.035460992907801,0.022367703218767,0.023536746941002,0.000000000000000,black,4.520302392642819,26.000000000000000,2018,55442,ZCTA5 55442,median_hh_income,108396,7244
165,55443,55443,B5,G6350,S,23968102.000000000000000,490949.000000000000000,+45.1176769,-093.3381488,32237.448476599998685,24439910.691500000655651,55443,601,601.000000000000000,55443,31758.000000000000000,16201.000000000000000,885.000000000000000,8274.000000000000000,5062.000000000000000,39.000000000000000,1177.000000000000000,0.489860822469929,0.260532779142263,0.027866994143208,0.159392908873355,0.001228037030040,black,18.924365514201146,1.000000000000000,2018,55443,ZCTA5 55443,median_hh_income,81867,4213
166,55444,55444,B5,G6350,S,11464210.000000000000000,579176.000000000000000,+45.1040481,-093.3018126,25134.648319500000071,12033917.870899999514222,55444,227,227.000000000000000,55444,16515.000000000000000,6933.000000000000000,1246.000000000000000,4029.000000000000000,3490.000000000000000,11.000000000000000,730.000000000000000,0.580199818346957,0.243960036330609,0.075446563729942,0.211323039660914,0.000666061156524,black,13.745080230093853,1.000000000000000,2018,55444,ZCTA5 55444,median_hh_income,82083,5957
